product_id,protein_type,preparation,price_point,portion_size_g,shelf_life_days,launch_quarter,target_channel,competitive_products,trend_alignment,marketing_spend_gbp,has_sustainability_claim,has_origin_story,packaging_innovation,development_time_months,testing_iterations,consultant_involved,success,first_year_revenue_gbp,success_score
NPD_222,pork,cooked,economy,400,10,Q3,food_service,7,0.22,43043,1,0,0,14,4,0,1,81297,0.577
NPD_223,pork,ready-to-cook,economy,250,13,Q4,retail_butcher,13,0.137,46541,1,0,0,13,4,1,1,48674,0.688
NPD_224,pork,ready-to-cook,economy,250,11,Q2,supermarket,1,0.667,46991,1,0,0,8,7,1,1,62142,1.0
NPD_225,pork,ready-to-cook,mid-range,300,9,Q1,supermarket,1,0.123,45739,0,1,1,14,1,1,1,92599,1.0
NPD_226,pork,ready-to-cook,mid-range,400,9,Q4,food_service,10,0.141,2445,1,0,1,4,5,1,1,119004,0.776
NPD_227,lamb,seasoned,mid-range,300,12,Q3,supermarket,11,0.557,13100,0,1,0,15,5,1,0,11699,0.375
NPD_228,beef,ready-to-cook,mid-range,400,15,Q1,food_service,0,0.554,49400,0,0,1,8,6,1,1,124958,1.0
NPD_229,lamb,ready-to-cook,mid-range,500,20,Q1,supermarket,1,0.171,31676,1,0,0,4,4,1,1,83782,1.0
NPD_230,beef,seasoned,economy,200,11,Q2,direct,11,0.025,14409,0,0,0,14,6,1,1,115568,0.518
NPD_231,beef,raw,mid-range,200,3,Q4,retail_butcher,4,0.566,29054,1,0,0,14,3,1,0,36175,0.476
NPD_232,pork,raw,premium,300,9,Q4,retail_butcher,5,0.678,2051,1,1,1,5,6,0,1,198160,0.688
NPD_233,mixed,marinated,mid-range,300,3,Q2,food_service,7,0.541,14255,1,0,0,12,1,0,1,122944,0.587
NPD_234,pork,marinated,premium,300,12,Q1,supermarket,7,0.578,9002,0,0,1,2,7,1,1,154191,0.704
NPD_235,chicken,ready-to-cook,mid-range,400,6,Q3,food_service,0,0.44,27177,0,0,0,2,4,0,1,149943,0.839
NPD_236,beef,seasoned,economy,400,17,Q2,retail_butcher,7,0.117,17260,0,0,0,8,4,1,1,78153,0.848
NPD_237,pork,seasoned,premium,300,7,Q2,retail_butcher,6,0.362,21922,1,0,0,17,2,1,1,115601,0.69
NPD_238,pork,raw,economy,300,10,Q3,retail_butcher,12,0.819,4961,1,0,1,9,7,0,0,21511,0.25
NPD_239,mixed,seasoned,economy,250,12,Q1,supermarket,5,0.477,19412,1,0,0,7,2,0,1,101137,0.534
NPD_240,mixed,seasoned,economy,500,17,Q2,supermarket,12,0.459,10460,0,0,0,11,1,1,0,21787,0.478
NPD_241,pork,marinated,mid-range,250,20,Q4,retail_butcher,13,0.845,15719,0,1,1,16,4,1,1,113649,0.77
NPD_242,lamb,cooked,economy,500,19,Q3,food_service,0,0.444,45172,0,1,0,16,7,0,1,73531,0.799
NPD_243,mixed,raw,economy,500,4,Q3,food_service,7,0.502,46226,0,0,1,8,4,1,1,112024,0.665
NPD_244,pork,ready-to-cook,mid-range,500,9,Q4,retail_butcher,13,0.146,11589,0,1,0,5,5,1,1,73435,0.645
NPD_245,pork,seasoned,mid-range,400,8,Q4,supermarket,14,0.272,4722,1,1,0,2,1,0,0,29528,0.305
NPD_246,pork,raw,mid-range,300,15,Q3,supermarket,8,0.604,26174,0,0,0,10,7,0,0,39237,0.374
NPD_247,pork,cooked,mid-range,250,15,Q4,retail_butcher,8,0.797,20945,0,0,0,10,1,1,0,30165,0.491
NPD_248,beef,raw,premium,500,9,Q3,food_service,13,0.868,48947,0,1,0,17,1,0,1,158922,0.72
NPD_249,mixed,ready-to-cook,mid-range,250,14,Q4,food_service,6,0.006,49601,0,1,0,8,7,0,1,92447,0.7
NPD_250,pork,ready-to-cook,premium,500,19,Q4,food_service,7,0.93,38583,0,0,0,6,6,0,1,64663,1.0
NPD_251,chicken,ready-to-cook,mid-range,400,17,Q2,retail_butcher,12,0.572,23692,1,0,0,7,7,0,1,59722,0.942
NPD_252,beef,raw,mid-range,250,15,Q3,retail_butcher,12,0.345,1691,1,0,0,4,6,0,0,32734,0.438
NPD_253,lamb,ready-to-cook,mid-range,400,13,Q1,food_service,3,0.271,31497,0,0,0,5,3,0,1,65403,0.947
NPD_254,pork,seasoned,premium,250,12,Q2,retail_butcher,7,0.564,17527,1,0,0,9,1,0,1,84648,0.673
NPD_255,pork,marinated,mid-range,300,3,Q3,food_service,9,0.791,31313,1,0,0,9,2,1,1,121315,0.817
NPD_256,lamb,seasoned,mid-range,250,8,Q4,supermarket,12,0.464,34065,0,1,1,11,7,0,0,10181,0.434
NPD_257,chicken,raw,mid-range,250,4,Q4,food_service,11,0.028,26097,0,0,0,13,2,1,0,27842,0.096
NPD_258,beef,ready-to-cook,premium,500,17,Q4,retail_butcher,3,0.564,17663,0,1,1,9,6,1,1,160391,1.0
NPD_259,mixed,seasoned,mid-range,500,6,Q4,direct,2,0.254,9044,0,0,0,9,3,1,1,46404,0.663
NPD_260,lamb,marinated,economy,400,19,Q1,retail_butcher,11,0.65,44116,1,1,0,15,7,1,1,76984,0.842
NPD_261,beef,ready-to-cook,premium,400,5,Q1,retail_butcher,5,0.812,41542,0,1,0,10,7,1,1,116991,0.764
NPD_262,beef,ready-to-cook,mid-range,250,17,Q1,retail_butcher,12,0.86,5103,0,0,0,4,5,1,1,127147,0.808
NPD_263,chicken,ready-to-cook,mid-range,300,15,Q3,food_service,11,0.767,18883,0,1,1,4,4,1,1,96842,0.741
NPD_264,beef,marinated,mid-range,300,18,Q3,direct,14,0.544,29621,0,0,1,3,3,0,1,33693,0.895
NPD_265,lamb,raw,premium,300,17,Q4,food_service,6,0.466,43904,1,1,0,4,5,1,1,134599,1.0
NPD_266,mixed,ready-to-cook,mid-range,400,6,Q3,direct,6,0.454,11762,0,1,1,3,4,1,1,71748,0.96
NPD_267,pork,raw,economy,300,19,Q3,retail_butcher,13,0.941,22164,0,1,0,11,3,1,1,50179,0.843
NPD_268,beef,ready-to-cook,premium,200,20,Q1,food_service,9,0.262,22999,0,0,0,2,4,0,1,90314,1.0
NPD_269,beef,raw,mid-range,250,11,Q1,retail_butcher,12,0.254,48025,0,1,0,10,2,0,0,40290,0.294
NPD_270,chicken,marinated,mid-range,250,18,Q3,retail_butcher,13,0.08,8370,1,1,0,11,5,0,1,131237,0.528
NPD_271,mixed,marinated,mid-range,400,10,Q4,retail_butcher,4,0.423,8933,1,1,0,6,4,1,1,75892,0.867
NPD_272,pork,seasoned,mid-range,250,5,Q3,direct,11,0.752,26785,0,0,1,5,3,1,1,70423,0.687
NPD_273,lamb,ready-to-cook,mid-range,200,18,Q3,retail_butcher,11,0.415,13466,1,1,0,17,5,1,1,145601,0.919
NPD_274,beef,ready-to-cook,economy,500,17,Q3,food_service,11,0.244,9226,0,0,0,4,3,0,1,77295,0.612
NPD_275,pork,raw,economy,500,5,Q4,food_service,13,0.96,18400,1,1,1,7,1,1,1,94987,0.573
NPD_276,beef,raw,economy,250,16,Q4,retail_butcher,3,0.358,15506,1,1,0,15,5,0,1,38261,0.799
NPD_277,beef,raw,mid-range,200,10,Q4,food_service,0,0.022,22473,0,1,0,9,7,0,1,82529,0.539
NPD_278,beef,ready-to-cook,mid-range,500,20,Q3,direct,14,0.437,35552,1,1,0,11,6,1,1,151544,0.926
NPD_279,lamb,ready-to-cook,mid-range,300,20,Q4,supermarket,11,0.732,18696,1,1,1,2,5,1,1,52551,1.0
NPD_280,pork,marinated,mid-range,400,18,Q3,food_service,13,0.011,43422,1,1,1,10,1,0,1,49094,1.0
NPD_281,pork,marinated,mid-range,300,20,Q3,food_service,4,0.472,22398,0,0,0,16,3,0,1,140785,0.98
NPD_282,beef,ready-to-cook,mid-range,500,10,Q4,food_service,0,0.133,48204,1,0,0,3,1,0,1,83939,1.0
NPD_283,beef,raw,mid-range,250,10,Q3,food_service,2,0.061,6650,1,1,0,14,3,1,1,127601,0.756
NPD_284,chicken,seasoned,premium,300,18,Q2,direct,0,0.327,38344,0,0,0,3,1,1,1,217274,0.607
NPD_285,lamb,raw,economy,250,12,Q2,supermarket,1,0.283,38244,1,0,0,10,5,1,1,30575,0.934
NPD_286,lamb,ready-to-cook,premium,250,15,Q2,food_service,8,0.88,49623,0,0,0,12,3,1,1,74128,0.922
NPD_287,mixed,raw,mid-range,400,9,Q4,supermarket,4,0.935,45237,0,1,0,16,2,0,0,32283,0.494
NPD_288,lamb,ready-to-cook,mid-range,300,20,Q3,retail_butcher,4,0.232,27426,0,1,1,17,1,0,1,99338,1.0
NPD_289,chicken,raw,premium,300,19,Q1,direct,5,0.109,21039,0,1,0,2,7,1,1,145948,0.666
NPD_290,beef,cooked,economy,500,19,Q2,retail_butcher,9,0.244,8037,0,1,1,15,3,1,1,36779,0.856
NPD_291,chicken,ready-to-cook,premium,300,9,Q1,direct,12,0.742,18719,1,1,0,14,7,1,1,121897,0.987
NPD_292,pork,raw,premium,500,3,Q2,retail_butcher,4,0.511,17766,0,1,1,4,4,1,1,8522,0.551
NPD_293,chicken,cooked,economy,400,20,Q2,food_service,1,0.047,27181,0,1,0,16,3,1,1,81732,0.889
NPD_294,mixed,cooked,economy,250,17,Q4,retail_butcher,12,0.521,28125,0,0,0,10,6,0,0,0,0.338
NPD_295,pork,ready-to-cook,mid-range,400,5,Q1,supermarket,9,0.674,10130,0,0,1,6,7,0,1,85728,0.631
NPD_296,pork,raw,economy,500,12,Q1,food_service,10,0.915,32551,0,1,1,12,6,1,1,93489,0.556
NPD_297,chicken,marinated,economy,300,13,Q3,retail_butcher,11,0.234,20894,0,1,0,8,2,0,1,59293,0.61
NPD_298,chicken,marinated,mid-range,500,12,Q1,supermarket,6,0.672,3809,0,0,1,3,2,1,1,65143,0.865
NPD_299,chicken,marinated,premium,500,16,Q1,food_service,11,0.954,33439,1,0,1,7,1,1,1,71296,1.0
